,target
36492,1
14521,0
3523,0
12673,0
5434,0
15076,0
31865,0
10452,0
16476,1
7764,0
300,0
3456,0
6040,0
42109,1
9843,1
28375,0
35945,0
4229,0
32349,0
13059,0
32636,0
4467,0
11647,0
37813,0
13288,0
23421,0
6207,0
38491,0
1466,0
16902,0
38009,0
23013,0
24680,1
20381,0
21425,0
13013,0
18786,0
11627,0
6495,0
25939,0
26234,1
37165,0
17068,0
40060,0
11728,0
24453,0
14793,0
28269,1
10233,0
38290,0
22377,1
2165,1
18116,0
22051,0
33563,1
33949,0
18727,0
16691,1
32415,0
3760,0
29709,0
34600,0
5566,0
27639,0
38627,0
19955,1
31233,0
7590,0
15857,0
39101,0
11071,0
37231,0
3083,0
9885,1
34512,0
10904,0
28942,0
21892,0
37310,0
16895,0
42101,1
8072,0
39775,0
4583,0
20785,0
17511,0
30293,0
26944,1
10770,1
34569,0
12355,0
7429,0
22708,0
8088,1
35922,0
32445,0
26839,0
18924,0
31301,0
5124,0
34956,0
40855,0
7932,1
4113,0
26541,0
34740,0
38395,0
12253,1
20625,1
38863,1
35236,0
2191,1
30752,0
39334,0
14502,0
31387,0
7779,0
17956,1
13960,0
29431,1
19109,0
9089,0
12866,0
1601,0
12519,0
9889,1
2578,0
14222,1
3735,0
2934,0
32405,0
16087,0
31018,1
8707,0
20446,0
37140,0
6688,1
15030,0
27082,0
40759,0
39261,0
2302,0
5873,0
18735,0
23523,0
11867,0
18599,0
29043,0
39977,0
4899,0
15617,0
11400,0
22536,1
37524,0
9950,0
39579,1
1106,0
17462,1
28982,0
26420,0
1757,0
13873,0
36701,0
1798,1
8021,0
10552,0
37091,0
5797,0
21172,1
871,1
41147,0
14249,0
31358,0
7902,0
26027,0
13880,0
30923,0
13894,0
1409,1
37817,0
43023,0
1432,0
39017,0
18526,0
12770,0
32915,0
14824,0
37593,0
6035,0
34565,1
25269,0
30669,0
35877,0
8106,1
12164,0
37230,0
3493,0
1028,0
13764,0
7798,0
21509,1
17546,1
43216,1
18358,0
6195,0
34520,0
17535,0
13485,0
20617,0
13170,0
977,0
14516,0
26034,0
8570,0
15946,0
29135,0
7164,0
3105,0
27058,0
6328,0
26048,0
2666,0
18692,0
7613,0
5296,0
38552,0
479,1
34676,0
31355,0
20631,1
24173,0
1069,1
36476,0
3027,0
813,0
24743,1
34980,0
39567,1
3955,1
28978,0
32328,0
17024,0
18766,0
40153,0
14500,0
3896,0
36358,0
32276,0
37055,0
21266,0
35081,0
18691,0
8499,1
41226,0
1154,0
27833,0
33036,0
6773,1
25584,0
40108,0
13946,0
30901,0
13924,0
24768,1
41855,1
12357,0
42047,1
13862,0
27414,0
10375,0
650,1
519,1
19342,0
19180,1
1807,1
42647,0
2743,0
43323,0
33575,0
21185,0
329,1
35690,0
17631,0
4993,0
14607,0
24075,0
33833,0
30237,0
13279,0
15085,0
22989,0
39378,0
3373,0
21767,0
19127,0
27714,0
19635,0
25,1
23574,0
40726,0
37733,0
10731,0
32030,1
21226,0
43271,1
21092,0
29641,0
17157,0
35316,0
1792,0
18715,0
17680,1
22356,1
15225,0
42690,1
849,0
41053,0
31125,0
18733,0
41899,1
41237,0
25889,0
34704,0
11604,0
11089,1
2801,0
30880,1
22629,1
10518,0
41089,0
29491,0
11330,1
22638,1
15040,0
31606,0
40985,0
16654,0
7477,0
25499,0
30889,0
15670,0
42542,1
6465,0
5324,0
27483,0
23164,0
36959,0
13038,0
4823,0
29421,1
43233,0
2875,0
36673,0
29723,0
37541,0
19976,1
7384,0
9313,0
18438,0
31762,0
15658,0
30273,0
26322,0
3985,0
12931,0
39152,0
20888,0
23908,0
42813,0
27188,0
35723,0
9161,0
31981,0
14423,0
11536,0
10411,0
16839,0
27120,0
30095,0
17237,0
84,0
22767,0
37800,0
18337,0
23804,1
13900,0
15443,0
3417,0
30434,0
4809,0
14654,0
20549,1
4320,0
9302,0
1448,0
14527,0
7825,0
15645,0
16859,0
15588,0
20772,0
36169,0
21560,0
43237,0
37318,0
8870,0
30236,0
30194,1
29544,0
18178,0
14754,0
8576,0
27410,0
246,0
25335,1
7733,0
13354,0
8216,0
20345,1
10983,0
137,0
27083,0
34741,0
26829,0
5810,0
19280,0
25618,0
11308,0
2261,0
4098,0
41560,0
26089,0
29772,0
5268,1
31325,0
40753,0
26482,0
1423,0
41220,0
41456,0
35367,0
5879,0
4045,1
10953,0
26527,0
20091,0
20504,0
24621,1
38899,0
2634,0
9469,0
25198,1
29302,0
5002,0
24589,0
30587,0
40311,0
25623,0
19114,0
28102,0
10839,0
9790,0
18348,0
34288,0
11561,0
30527,0
33341,0
25123,0
22034,0
10074,0
12000,0
42321,0
18675,0
5961,0
34125,0
17471,0
42603,0
33121,0
12777,0
27273,1
764,1
21511,1
11712,0
17448,0
23149,0
15660,0
42503,0
27134,0
17052,0
1265,0
42099,0
13085,0
35182,0
18596,0
23030,0
34942,0
23734,0
2530,0
25670,0
36604,1
24119,0
9309,0
1926,0
10033,0
22903,0
20474,0
6807,1
41257,0
33164,0
43261,0
22787,0
35364,0
4027,1
16726,0
27295,0
43158,0
30422,0
23296,0
10105,0
16897,0
16176,0
32244,0
31189,0
40733,0
35201,0
40137,0
16299,0
5448,0
42189,1
15896,0
29039,0
38474,0
39206,0
17880,1
11643,0
27101,0
17533,0
10744,1
22362,1
3978,0
10543,0
35725,1
18451,0
19288,0
26912,0
19034,1
23932,0
22104,0
34192,0
7486,0
41507,0
34844,0
27740,0
7524,0
38478,0
32771,0
1088,0
18396,0
20192,0
38747,0
24405,0
4526,0
36066,0
20125,0
29523,0
29780,0
16340,0
24506,0
38266,0
12022,0
40020,0
37760,0
5740,0
16708,0
34774,0
40178,0
39769,0
5559,0
38055,0
40605,0
2318,1
6122,1
2676,0
41477,0
16513,0
29362,1
20124,0
31816,0
21524,0
3079,0
36002,0
34982,0
15189,0
34826,0
23126,0
29493,0
24087,0
35343,0
33977,0
7374,0
3559,0
27496,0
12324,0
1393,0
16451,0
40132,0
3817,0
22052,0
25673,0
24727,0
7104,0
22033,0
41274,0
24596,0
27170,0
17333,0
9184,0
9572,0
18716,0
43063,0
35192,0
15307,0
21867,0
34054,0
27197,0
20548,1
9807,0
19255,0
20198,0
9533,0
4479,0
42086,0
14586,1
24936,1
8332,1
13293,0
17458,0
36199,0
26493,0
6373,0
14269,0
26923,1
28274,0
38014,0
37977,0
24602,0
7437,0
42872,0
12180,0
3617,1
29711,0
15735,0
28780,0
33003,0
19354,0
10103,0
12096,0
36447,0
34355,0
28806,0
25500,0
31132,0
18436,0
41032,0
788,1
42020,1
35319,0
39933,0
5832,0
16229,0
19182,1
8318,1
6004,0
21520,0
13017,0
19842,1
16763,0
21096,0
39523,0
41563,0
31662,0
35629,1
36088,0
33402,0
42470,0
30925,0
16545,0
41817,0
36320,0
13470,0
16412,0
8221,0
12460,0
43192,0
14115,0
290,0
13823,0
39927,0
9734,1
21659,0
13860,0
16687,1
27052,0
43350,0
16996,0
28953,0
24997,0
38830,0
29312,0
12670,0
37990,0
33922,0
23425,0
7548,0
32963,0
3459,0
33605,0
19236,0
3164,0
17299,0
4872,0
2275,1
15006,0
33879,1
33305,0
13942,0
23464,0
3041,0
27927,0
32165,0
25139,1
38569,0
6458,0
6069,0
32862,0
9311,0
21033,0
38933,0
35903,1
43019,0
25573,0
19817,1
9019,0
38713,0
14250,0
564,1
24270,0
21985,0
19784,1
12565,0
1768,1
35332,0
4003,0
11123,0
16498,0
10695,0
6780,1
15668,0
39524,0
5933,0
22274,0
40409,0
17577,0
2305,0
21475,0
31126,0
13187,0
5160,0
14857,0
7221,0
34531,0
36651,0
8571,0
3367,0
37926,0
34470,0
30184,1
1555,0
33501,0
7580,0
40344,0
15014,0
39638,0
7005,0
12690,0
11803,0
37619,0
1548,1
6888,1
4424,1
3973,0
16555,0
42208,0
14233,0
21550,0
39519,1
24106,0
8608,0
15053,0
3878,0
23270,0
33846,0
6996,0
31334,0
24849,1
34727,0
15789,0
37336,0
29440,1
3441,0
15061,0
10619,0
8336,1
21606,0
39525,0
3165,0
1413,1
6997,0
14229,0
33792,0
27630,0
6037,0
14327,0
25354,0
39950,0
3272,0
3691,0
12894,0
5486,0
41877,1
23140,0
33033,0
20834,0
36755,0
14081,0
42648,1
10257,0
2561,0
43310,0
12786,1
33439,0
15478,0
35805,0
12937,0
3260,0
38547,0
21582,0
12057,0
39280,0
16889,0
43277,1
28441,0
5033,0
19887,1
5263,0
28254,0
8265,1
9760,1
41460,0
41366,0
1329,0
28565,0
11886,0
41834,1
15197,0
14906,0
5005,0
35493,0
35563,0
27245,1
3585,0
15430,0
23929,0
38503,0
22454,0
2806,0
22082,0
34398,0
25768,0
21333,0
14763,0
9256,0
41963,1
597,0
34348,0
17155,0
27240,0
16304,0
3882,0
36089,0
41006,0
23001,0
30879,1
10211,0
20027,0
1837,0
34686,0
20460,0
5761,0
36428,0
38833,0
1263,0
18351,0
40501,0
16271,0
30289,0
37455,0
37425,0
32076,0
24609,0
19987,1
18618,0
25080,0
19484,0
28388,0
24879,0
26725,0
7068,0
18790,0
34540,0
3602,0
17693,1
20705,1
29667,0
20516,0
22447,0
12498,0
37412,1
42719,0
34646,0
7261,0
15638,0
21216,0
27373,0
6106,1
19633,0
16640,0
7002,0
36326,0
26233,1
32643,0
36757,0
42981,0
335,1
30181,0
18999,1
23121,0
16191,0
42066,0
40546,0
243,0
23336,0
17425,0
25429,0
6049,0
38407,0
42137,1
5583,0
9669,0
16526,0
21196,0
24004,0
30490,1
40742,0
42854,0
35570,0
28651,0
2675,0
38672,0
24938,1
29079,1
2258,0
32004,0
38281,0
1080,0
5385,0
20117,0
1801,1
39447,0
37543,0
31318,0
30763,0
26227,1
38447,0
8179,0
25970,0
42347,0
37970,0
26978,0
1006,1
11641,0
21304,1
17579,0
30161,1
16110,0
6120,1
39160,0
41505,0
31246,0
38095,0
28295,0
28842,0
36420,0
13281,0
13614,0
39162,0
37026,1
22243,0
38995,0
29896,0
36173,0
18530,0
36240,1
4391,0
23995,0
14529,0
12578,0
20657,1
8144,0
26280,0
23362,0
14294,0
5688,0
33325,0
938,0
7586,0
10707,0
10003,0
4266,1
13889,0
10191,0
22360,1
4015,0
20356,0
30645,0
5104,1
20322,0
17445,0
19371,0
9561,0
34871,0
20109,0
4189,0
13731,0
12310,0
20935,0
5157,0
32301,0
14614,0
28041,0
28358,0
7151,0
35715,0
3057,0
5081,0
7822,0
38113,0
10544,0
2756,0
42076,0
33417,0
9872,0
32164,0
18148,0
39429,0
43024,0
21522,0
30613,0
26891,0
4206,0
1869,0
17493,0
13565,0
15082,0
42681,1
28290,0
14236,0
29741,0
40195,0
42801,0
42393,0
43151,0
26794,0
27792,1
931,1
32172,0
12568,0
35082,0
25801,0
30617,0
9117,0
36211,1
26601,1
21068,0
20523,1
2525,1
4108,0
26612,1
17582,0
1068,1
31608,0
19119,0
15773,0
5908,0
1239,0
41444,0
965,1
13783,0
16482,1
110,1
32829,0
21353,0
19206,0
9115,0
21107,0
24174,0
39061,0
2607,0
26620,1
23535,1
14280,0
37131,0
15635,0
4543,1
7858,0
42349,0
41651,0
16891,0
39795,0
2422,0
10080,0
20342,1
24873,0
24920,0
7664,0
40208,0
547,1
29734,0
22283,0
14430,0
25856,0
40852,0
23873,0
30681,0
38625,0
8863,0
35764,0
37353,0
30133,0
13428,0
23742,0
35652,0
41482,0
48,1
18519,0
15722,0
24651,1
8718,0
11551,0
10669,0
16614,0
2495,0
14238,0
16302,0
10471,0
40199,0
4237,0
31022,0
25707,1
4305,0
18186,0
33361,0
38690,1
5811,0
19060,0
34635,0
18921,0
24214,0
39771,0
7126,0
8199,0
5266,1
8650,0
13434,0
1274,1
14886,0
42131,1
20490,0
36311,1
997,1
33224,0
22146,0
19272,0
30785,0
31383,0
31544,0
19956,1
4577,0
20852,0
42243,0
32619,0
8791,1
15570,0
5333,0
7944,1
6143,1
4769,0
34890,0
34553,1
22628,0
4959,0
8956,0
14694,1
21761,0
15131,0
18791,0
26947,1
34606,0
11349,0
19113,0
3578,0
33519,0
13422,0
5808,0
23196,1
32710,0
34207,0
19100,0
34745,0
38136,0
12297,1
25336,1
25497,0
12055,0
34270,0
21873,0
2097,1
1610,0
1683,0
34017,0
42589,0
23856,0
41349,0
36543,1
4410,1
4502,0
13460,0
7718,0
9408,0
867,1
18225,0
21785,0
22292,0
33338,0
31580,0
20751,0
7413,0
29331,0
27825,0
31047,0
23592,0
12036,0
26145,0
18730,0
12014,0
38587,1
31746,0
41064,0
12129,0
15772,0
15873,0
3471,0
17881,1
2852,0
3937,1
27073,0
27883,1
599,0
3633,0
14292,0
24712,1
36950,0
42612,0
22479,1
5021,0
9013,0
21031,0
4432,1
8051,0
38237,0
36913,1
20742,0
28126,1
23022,0
38715,1
41660,1
37834,0
10383,0
18901,0
15188,0
17765,0
41090,0
27694,1
1025,0
158,0
5496,0
22722,0
32357,0
28788,0
4940,0
23451,0
31305,0
30310,0
26615,1
25067,1
14128,0
14365,0
4297,1
16411,0
744,1
27400,0
15923,0
21580,0
11473,0
8679,0
22577,0
35904,1
20853,0
5773,0
22061,0
22498,0
2930,0
9063,0
32108,0
16670,1
32406,0
17666,1
35101,0
15000,0
42527,0
1158,1
422,1
31278,0
35894,1
36335,0
33513,0
28106,0
6280,0
21880,0
34976,0
5853,0
17859,0
41380,0
18687,0
12073,0
40075,0
18113,0
42941,0
5670,0
1282,0
11381,0
672,0
34127,0
507,0
34124,0
39951,0
42697,1
10400,0
5920,0
33612,0
17641,1
18424,0
13944,0
27114,0
33844,1
10202,0
15320,0
15408,0
31998,0
9655,1
35432,0
26791,0
37077,0
3489,0
5473,0
42564,1
24043,0
37736,0
5082,0
28249,0
16847,0
17109,0
23016,0
22132,0
38832,0
26534,0
4095,0
20453,0
29432,1
38409,0
33862,1
24356,0
7204,0
5770,0
8217,0
7665,0
25968,0
37768,0
35485,0
38711,0
26766,0
5931,0
43322,0
28995,0
42264,0
35234,0
29479,0
32069,0
37184,0
12380,0
40433,0
16276,0
15906,0
30406,0
15243,0
27827,0
24291,0
7790,0
5935,0
27798,1
22489,1
7742,0
39942,0
15360,0
36623,0
29505,0
6028,0
9419,0
18193,0
5212,0
36842,0
9673,0
33175,0
11287,0
28687,0
40468,0
10240,0
14870,0
22251,0
17184,0
8812,1
26809,1
1462,0
31034,0
8043,0
23338,0
30547,0
11363,0
26114,0
29686,0
20770,0
10424,0
4292,1
20691,1
33786,0
38244,0
5607,0
25581,0
33645,0
19666,0
9437,0
42622,0
36338,0
3575,0
43346,0
43004,0
18699,0
4360,0
13001,0
2633,0
19359,0
30459,0
32239,0
40731,0
6213,0
21044,0
40437,0
6575,0
12976,0
21273,1
26717,0
6700,0
4601,1
29673,0
29419,1
36529,0
10165,0
39131,0
2871,0
696,1
9255,0
3988,0
22075,0
41405,0
6837,0
17204,0
11158,0
41162,0
2035,1
14843,0
32029,1
296,0
30850,0
29439,1
37969,0
21482,0
13077,0
8433,0
42091,0
12050,0
14917,0
41010,0
28507,0
1915,0
24805,0
16094,0
4740,0
40026,0
20486,0
15212,0
12388,0
37697,0
13289,0
26152,0
17804,1
19757,1
22562,0
1752,0
3436,0
5845,0
18587,0
11241,0
23217,0
23249,0
20836,0
31287,0
42845,0
8636,0
43207,0
5630,0
23049,0
42482,0
4397,0
7651,0
4372,0
20707,0
8725,0
24713,1
23370,0
8397,0
7398,0
12472,0
28735,0
32159,0
9777,0
6102,1
27924,0
8881,0
3943,1
33889,1
14858,0
21989,0
134,1
3249,0
9390,0
26508,0
20236,0
16265,0
24314,0
11877,0
13720,0
20609,0
8176,0
6186,0
42780,1
6919,1
9539,0
32146,0
4090,0
33656,1
36163,1
41283,0
20567,0
27520,1
11823,0
7313,0
37998,0
14297,0
27504,0
37557,1
37151,0
10314,1
34430,0
42468,0
555,0
42835,0
41804,1
39276,0
28446,0
40472,0
27165,0
23202,0
41343,0
39740,0
24414,0
971,0
19733,1
26363,0
14360,0
16025,0
29370,1
11601,0
11532,0
7083,0
11487,0
19061,0
15015,0
35638,1
21265,0
15916,0
41249,0
28984,0
16157,0
10011,0
33457,0
24076,0
24802,0
39012,0
41531,0
37143,0
32592,0
15899,0
38265,0
2701,0
19651,0
27094,0
18586,0
39629,0
28116,0
16557,0
26344,0
36068,0
11404,0
34098,1
16306,0
5265,1
3011,0
39827,0
19469,0
29805,0
1720,0
9005,0
9391,0
14130,0
40739,0
39283,0
4630,1
29509,0
40554,0
14459,0
22429,0
14203,0
41381,0
11467,0
17191,0
23801,1
9499,0
5567,0
32293,0
33807,0
41227,0
9980,0
29785,0
11509,0
5087,1
23687,0
11213,0
21489,0
26291,1
2598,1
37078,0
3946,1
42277,1
26192,0
21838,0
668,1
7691,0
12852,1
7776,0
89,0
35732,1
19085,0
7907,0
13205,0
39377,0
1078,1
30914,0
35554,0
40219,0
14737,0
15236,0
29932,0
39913,0
30139,1
17787,1
8303,1
5479,0
28402,0
33582,0
20428,0
28637,0
23497,0
25839,1
3406,0
16173,0
417,1
7661,0
24932,1
28279,0
26890,0
37530,0
15086,0
40447,0
25317,0
27498,0
308,0
8227,0
8378,0
43270,1
2683,0
17057,0
1636,0
21836,0
21935,0
3063,0
23144,0
29592,0
11592,0
31622,0
42088,0
31713,0
41909,0
35215,0
32505,0
17254,0
37296,0
36657,0
4710,0
22889,0
25410,0
22666,0
40394,0
25659,0
18915,0
21041,0
31012,0
43294,1
12411,0
28277,0
26638,1
15010,0
5614,0
5685,0
28775,0
15280,1
7808,0
16443,0
19649,0
26072,0
37868,0
17756,1
7803,0
28756,0
11116,0
41932,0
13967,0
37162,0
8947,0
21861,0
670,1
20554,1
26290,1
4648,0
3719,0
27244,1
21823,0
31831,0
42226,0
20784,0
35273,0
31830,0
25384,0
24220,0
9638,1
27873,1
24740,0
26702,0
37574,0
5582,0
6084,1
41411,0
8735,0
5255,1
26971,0
13724,0
13887,0
22073,0
27867,1
35211,0
1695,0
34222,0
24295,0
38976,0
8168,0
15172,0
30745,0
42281,1
26865,0
16484,1
25214,0
25482,0
42084,0
30173,0
31190,0
32524,0
6323,0
9359,0
35154,0
30123,0
5223,1
41521,0
23,0
7338,0
17517,0
40001,0
15018,0
41265,0
8937,0
16567,0
9069,0
17391,0
17104,0
17821,0
31649,0
1129,0
12603,0
34256,0
31900,0
4169,0
16301,0
40581,0
2012,0
29315,0
39005,0
25539,1
38184,0
28038,0
23749,0
17303,0
160,1
33415,0
27574,0
10326,0
2221,0
43186,0
2405,0
29201,0
30118,0
40267,0
6644,1
20012,1
31540,0
21242,0
8341,1
615,1
43042,0
6853,0
10804,0
32815,0
1127,0
40009,0
5404,0
25234,0
30503,0
17620,0
19621,0
1370,0
9617,1
26461,0
39076,0
21598,0
19258,0
14724,0
40214,0
25496,0
32431,0
35613,0
2114,0
41018,0
4196,0
14208,0
24235,0
38370,0
13352,0
12514,0
11483,0
14748,0
28379,0
24766,1
16386,0
14431,0
14894,0
31706,0
40469,0
15769,0
31994,0
28000,0
25211,0
13254,0
3962,0
40264,0
32900,0
29671,0
42808,0
25896,0
32143,0
33760,0
2290,1
37102,0
35568,0
37114,0
17928,1
11062,0
6098,0
29553,0
28684,0
32046,0
8095,1
35730,1
5298,0
3313,0
3149,0
18936,0
21863,0
22096,0
4546,1
15797,0
36867,0
3082,0
15063,0
42300,1
4797,0
25687,0
27661,1
19551,0
3527,0
17151,0
25795,0
40995,0
7684,0
21412,0
4756,0
31547,1
29453,0
32150,0
7584,0
28703,0
34277,0
32347,0
5105,0
15553,0
16951,0
5420,0
29390,0
8765,0
25162,1
40360,0
8270,1
17713,1
8963,0
11346,0
29111,0
20048,0
37070,0
3613,1
7426,0
17043,0
23293,0
39570,1
22277,0
18759,0
21221,0
34499,0
247,1
19719,0
39628,0
11968,0
1030,0
29356,0
30675,0
1229,0
4791,0
36533,0
42733,0
28532,0
702,1
36902,0
20023,0
6413,0
31772,0
16239,0
4386,0
23903,0
24626,1
4204,0
19493,0
40509,1
21093,0
1617,0
2508,1
17066,0
28737,0
9179,0
31576,0
10892,0
305,0
457,0
6169,1
4125,0
39207,0
5623,0
11716,0
16066,0
32929,0
36178,0
8420,0
37507,0
38432,0
36182,0
9691,0
11700,0
6420,0
30331,0
13447,0
35181,0
19622,0
10528,0
41703,0
21050,0
35766,0
32552,0
7657,0
22538,1
38829,0
33709,0
12600,0
14685,1
32341,0
12340,0
25624,0
5949,0
9380,0
27158,0
40865,0
37371,0
7479,0
5467,0
42667,1
15563,0
24389,0
35103,0
3990,0
11918,0
14475,0
16352,0
19667,0
6181,1
22986,0
8473,0
40519,1
41799,1
28991,0
11291,0
17730,1
18361,0
7272,0
37241,0
12,0
25055,1
41670,1
536,0
28749,0
23190,0
30220,0
25101,0
40074,0
26219,1
41657,1
43057,0
38338,0
37295,0
32780,0
12938,0
9618,1
12651,0
3370,0
40772,0
35200,0
3193,0
40909,0
25566,0
3222,1
12914,0
1867,0
38807,0
30665,0
32735,0
36384,0
3080,0
90,1
17461,1
37400,0
18224,0
25914,0
12403,0
920,1
39677,1
2830,0
30609,0
31670,0
38242,0
7109,0
41665,1
41830,1
4080,0
2013,0
40303,0
5330,0
35703,0
20708,0
26696,0
38696,0
15128,0
9342,0
3329,0
40708,0
36103,1
18236,0
11394,0
10498,0
30875,1
23352,0
27078,0
14647,1
9519,0
30445,0
8220,0
19654,0
12009,0
22421,0
17097,0
17634,0
36698,0
12182,0
35278,0
6900,1
34634,0
23123,0
29998,0
14658,0
14942,0
4335,0
29170,0
36508,0
4841,0
18860,0
19326,0
14874,0
10803,0
21663,0
39469,0
35710,0
9401,0
14448,0
24083,0
38580,1
26001,1
38256,0
39556,0
7994,0
41253,0
41225,0
24906,0
17743,1
31056,0
41609,0
10160,0
33693,1
24435,0
40004,0
781,1
22518,0
11790,0
25174,0
28807,0
23902,0
2970,0
19362,0
33830,1
41921,0
28055,0
26457,0
38969,0
24266,0
21429,0
30536,0
26349,0
33646,0
22065,0
6777,1
29550,0
4371,0
25206,1
10735,0
37941,0
42896,0
32477,0
25215,0
15538,0
352,0
13212,0
34437,0
35040,0
39617,0
35194,0
3501,0
27671,0
22683,0
18783,0
22822,0
4665,0
40118,0
22773,0
34000,0
269,0
6742,0
17394,0
15822,0
1026,0
15065,0
5351,0
15763,0
24501,0
17481,0
620,1
17239,0
40864,0
36820,0
34881,0
9154,0
13567,0
23802,1
33607,0
3363,0
11003,0
31274,0
38413,0
31847,0
16020,0
16679,1
8202,0
25553,0
16904,0
19033,1
810,1
3704,0
26637,1
41636,1
20814,0
15681,0
40162,0
40666,0
26210,1
5591,0
42162,0
35886,0
12666,0
38881,1
40279,0
26421,0
42544,1
12728,0
12443,0
9836,1
24433,0
3346,0
10307,0
15353,0
6278,0
30787,0
39373,1
29916,0
26047,0
17270,0
10449,0
27726,0
17531,0
17995,1
17800,1
20697,1
11366,0
28039,0
42021,1
235,0
12072,0
4611,1
9692,0
13645,0
43031,0
7633,0
29581,0
39356,1
5438,0
39684,0
18663,0
1163,0
17573,1
15991,0
12698,0
13165,0
41934,0
1989,0
14981,0
11296,0
42573,0
33755,0
11,1
42309,1
30163,1
25036,0
29537,0
41550,0
32635,0
19386,0
389,0
2706,0
37300,0
28732,0
5286,0
6552,0
27227,0
3572,0
41128,0
14940,0
16938,0
18081,1
6591,0
8377,0
29428,1
27413,0
27317,0
34948,0
35753,0
5677,0
40304,0
28724,0
37870,0
37285,0
12467,0
23238,0
7851,0
24816,0
33095,0
20121,0
17893,1
33482,0
2361,1
9671,0
39128,0
26128,0
42063,0
30111,0
20238,0
6563,0
7146,0
30103,0
25176,0
26007,0
26874,0
14616,0
7296,0
29928,0
6208,0
37289,0
38023,0
42298,1
30798,0
30444,0
11689,0
6078,1
40720,0
19669,0
1599,0
8112,0
21759,0
3152,0
10308,0
8776,0
31066,0
27909,0
19123,0
10828,0
41457,0
38361,0
33683,1
32718,0
30663,0
27977,1
15,1
4957,0
8780,0
11550,0
42879,0
37601,0
42671,1
22259,0
7592,0
20482,0
37057,0
7886,0
31736,0
16466,0
19315,0
13989,0
26259,0
5617,0
21536,0
32943,0
34389,0
27531,1
9493,0
20203,0
451,1
4979,0
12661,0
39466,0
39812,0
31810,0
40134,0
26464,0
37963,0
1870,0
42405,0
42275,0
39015,0
4290,1
13408,0
8842,0
36051,1
40528,1
33560,0
3046,0
22443,0
973,0
43138,0
21476,0
29705,0
20562,0
9075,0
32339,0
37750,1
7863,0
6713,0
41537,0
34344,0
19848,1
9318,0
22835,0
8737,0
19660,0
25706,1
26341,0
30324,0
17161,0
26228,1
26304,0
17423,0
42823,0
34897,0
65,0
7194,0
17092,0
21087,0
1735,1
15690,0
7453,0
27089,0
29256,0
16056,0
7116,0
30691,0
16118,0
7671,0
29578,0
15022,0
24232,0
22632,1
32843,0
3727,0
26108,0
39704,0
35084,0
30804,0
36677,0
13090,0
10210,0
38731,1
27097,0
15968,0
23489,0
39697,0
22833,0
36635,0
20711,0
29664,0
24929,1
27810,1
5915,0
1835,0
15078,0
29232,0
40121,0
18442,0
2672,0
4572,0
26294,0
40405,0
25169,0
31518,0
18111,0
40098,0
3963,0
24325,1
32486,0
9715,1
24309,0
36734,0
12221,0
13890,0
24729,0
12524,0
31528,0
30984,0
811,1
21471,0
29477,0
21138,0
34583,1
16740,0
27494,0
40758,0
6544,0
3627,1
8581,0
24074,0
14559,0
3498,0
10399,0
26569,0
22949,1
13055,0
13769,0
39426,0
8135,0
22885,0
24522,0
10917,0
31883,0
31494,0
3209,1
17208,0
1810,1
28885,0
20555,0
36920,0
24791,0
28257,0
18512,0
7804,0
22766,0
5475,0
173,0
33390,0
13809,0
6454,0
26671,0
37401,0
16385,0
25614,0
11333,1
23849,1
33821,0
15594,0
32019,0
18814,0
12650,0
16347,0
41275,0
17528,0
26833,0
6904,1
36685,0
43137,0
35910,0
3553,0
36875,0
2739,0
41630,1
17987,0
42012,1
29134,0
8286,1
9599,0
19512,0
34460,0
8207,0
4357,0
24164,0
25168,0
38724,1
10927,0
38844,0
28932,0
22351,1
38554,0
4966,0
22576,0
17942,1
19713,0
34507,0
37212,0
30803,0
38917,0
36183,0
9447,0
591,1
3995,0
4368,0
35357,0
40331,0
27107,0
9162,0
42930,0
30045,0
39732,0
18842,0
28607,0
6600,0
32595,0
12471,0
28499,0
16311,0
1280,0
41602,0
36195,0
664,1
23213,0
27613,1
37490,0
21972,0
30636,0
41223,0
22891,0
23399,0
14441,0
38007,0
6253,0
7088,0
7288,0
8486,0
42261,0
5065,0
6682,1
12075,0
18360,0
36474,0
21290,0
41774,1
15445,0
19281,0
31122,0
1390,0
22120,0
8006,0
38063,1
35370,0
2834,0
20931,0
5264,0
13050,0
10363,0
40967,0
12530,0
19200,0
30110,0
15548,0
21054,0
32488,0
40555,0
17554,1
31324,0
8046,0
21874,0
2629,1
2382,0
40313,0
42558,0
2388,0
24354,0
13423,0
5903,0
38107,0
31506,0
5457,0
4166,0
19897,1
34683,0
4599,1
32520,0
15154,0
30471,0
12654,0
2954,0
26715,0
7786,0
18978,0
27638,0
10020,0
21632,0
32627,0
17216,0
36935,0
20055,0
21317,0
4417,1
19565,0
9468,0
30525,0
23473,0
32786,0
42473,0
23970,0
32825,0
28492,0
21131,0
30612,0
35013,0
41993,0
25693,0
10618,0
3500,0
4486,0
39059,0
29336,0
9050,0
8818,1
39267,0
24608,0
5168,1
39065,0
14482,0
20379,0
12779,0
22450,0
8920,0
34884,0
14705,1
34770,0
39646,0
15958,0
22070,0
22832,0
25827,1
32551,0
29294,0
25181,0
41023,0
25138,1
11726,0
10026,0
35551,0
42833,0
25652,0
35792,1
17637,0
4856,0
29580,0
31869,0
37234,0
34706,0
31708,0
41515,0
15017,0
