,target
36297,1
15407,0
29809,0
23836,0
23288,0
12326,0
11086,1
36217,0
13945,0
20944,0
29707,0
41744,1
10678,0
41000,0
11630,0
21256,0
19862,1
31802,0
34713,0
40237,0
16396,0
15697,0
33498,0
18639,0
11046,0
4767,0
23142,0
3883,0
21024,0
27650,1
9579,0
40335,0
23868,0
8511,1
34083,0
5391,0
7554,0
37579,0
21141,0
25944,0
33729,0
18907,0
35062,0
15812,0
12683,0
12069,0
911,1
16224,0
35489,0
16266,0
754,0
34341,0
7166,0
29948,0
2280,1
31537,0
13313,0
7247,0
18954,0
5760,0
10294,0
33779,0
32754,0
33256,0
9404,0
11435,0
41166,0
24924,0
626,1
4697,0
18645,0
36300,1
39765,0
39605,0
43342,0
29423,1
7440,0
29436,1
41291,0
23880,0
39182,0
10476,0
38575,0
6054,0
4524,0
31362,0
21648,0
9438,0
36045,0
23134,0
5553,0
581,1
41849,1
9810,0
30835,0
37556,1
30847,0
21233,0
28416,0
37840,0
11744,0
30354,0
41945,1
26939,1
29819,0
19681,0
31590,0
43177,0
33606,0
25577,0
18631,0
39606,0
2043,1
3479,0
1643,0
43069,0
34698,0
2021,0
31186,0
26991,0
29717,0
5019,0
7846,0
37461,0
42525,0
8224,0
19153,0
15016,0
36269,1
31926,0
36766,0
25650,0
11905,0
1939,0
31909,0
22902,0
17832,0
15364,0
20407,0
640,0
850,0
29593,0
420,0
29654,0
42192,1
5707,0
15618,0
25777,0
42384,0
2024,0
40474,0
14812,0
30793,0
2005,0
31696,0
12602,0
10428,0
3908,0
29498,0
7542,0
11575,0
29386,0
9670,0
27720,0
36010,0
24128,0
15142,0
28012,0
24422,0
18686,0
31549,0
25946,0
14683,1
33955,0
23506,0
10125,0
35833,0
10000,0
34026,1
21311,1
33191,0
36727,0
20233,0
27791,1
12103,0
21630,0
42932,0
12337,0
35064,0
14202,0
30229,0
23163,0
32523,0
1690,0
4197,0
28049,0
43320,0
42008,1
39200,0
11288,0
35030,0
25409,0
3462,0
5814,0
24258,0
24447,0
10146,0
21466,0
37092,0
1126,0
1113,0
22323,1
30802,0
24355,0
35968,0
20863,0
13599,1
26222,1
24710,1
41484,0
17642,1
15551,0
36655,0
16101,0
20993,0
16063,0
11634,0
39861,0
6908,1
7566,0
31916,0
21733,0
37427,0
25548,0
36422,0
35705,0
17524,0
6163,1
20177,0
12494,0
9346,0
9356,0
7655,0
16709,0
32455,0
15259,0
10816,0
33184,0
32893,0
1708,0
20137,1
21042,0
11971,0
32184,0
29771,0
1021,0
31075,0
18976,0
17829,0
12148,0
29055,0
21833,0
38006,0
29838,0
6460,0
12113,0
20986,0
13172,0
33217,0
37761,0
19030,1
22961,0
12989,0
38326,0
13700,0
42703,1
21448,1
27038,1
25061,1
27657,1
20330,1
36208,1
34317,0
4209,0
35975,0
28100,0
33754,0
16659,0
16269,0
7449,0
41014,0
39930,0
6697,0
30084,0
1013,1
22863,0
22242,0
9615,1
40776,0
26435,0
23266,0
28698,0
17561,1
2617,0
8762,0
41370,0
38213,0
11972,0
1532,1
11868,0
11903,0
6009,0
40434,0
10869,0
30884,1
17434,0
17951,1
25540,1
38015,0
31404,0
42143,0
36606,1
36374,1
33565,1
33618,0
21139,0
20209,0
12579,0
3151,0
14721,0
12685,0
27035,1
25253,1
16516,0
28717,0
29678,0
39537,0
19853,1
37023,0
13272,0
8027,0
31595,0
718,0
31880,0
42633,0
37405,0
1979,0
2031,1
36721,0
8244,0
6371,0
7016,0
23483,0
5400,0
40372,0
17857,0
20953,0
35168,0
18549,0
17740,1
12435,0
679,0
29128,0
5726,0
5309,0
29416,1
18712,0
37809,0
39315,0
120,0
32950,0
4591,0
35623,1
41377,0
23422,0
21067,0
25505,0
6419,0
17630,0
8741,0
34662,0
20475,0
13780,0
27685,0
34587,1
9999,0
8932,0
16055,0
28396,0
6931,1
8521,0
25634,0
32967,0
16616,0
1666,1
27333,1
33494,0
21059,0
29840,0
7274,0
29279,0
10454,0
42594,0
4622,1
27010,0
14577,1
23703,0
18507,0
33451,0
17495,0
1885,0
226,1
209,0
1148,0
16222,0
4117,0
5375,0
34444,0
41554,0
38082,0
38516,0
34011,0
9704,0
9032,1
19630,0
33495,0
14080,0
36510,0
19363,0
18649,0
23600,0
41737,1
37792,0
12387,0
11361,0
15440,0
38068,1
23186,0
35580,1
5556,0
27716,0
3592,0
39623,0
25936,0
10660,0
16192,0
4694,0
40807,0
26074,0
8651,0
17609,0
13734,0
37048,0
29977,0
18620,0
15921,0
23521,0
23264,0
25356,0
2277,1
4205,0
8982,0
9269,0
38457,0
15957,0
4287,1
39463,0
24273,0
38795,0
35575,1
26174,0
1538,0
25530,1
37307,0
21974,0
39129,0
20948,0
5518,0
21348,0
30743,0
10759,1
14798,0
30086,0
13251,0
6606,0
14650,1
7031,0
34160,0
3586,0
43037,0
8767,0
35861,0
38631,0
804,0
11681,0
39547,0
13514,0
25395,0
37073,0
33576,0
11814,0
20458,0
14061,0
1922,0
29839,0
40332,0
29464,0
37731,0
22668,0
16290,0
38924,0
13011,0
42345,0
20219,0
32575,0
41390,0
15003,0
1625,0
8785,1
4597,1
22619,0
14833,0
1334,0
35427,0
16016,0
2334,0
25153,1
33128,0
32479,0
1303,0
8525,0
26528,0
39948,0
30438,0
12831,0
34538,0
26739,0
4369,0
39730,0
26853,0
24440,0
10684,0
7562,0
42797,0
28939,0
29944,0
24509,0
3812,1
30706,0
4883,0
15301,0
35593,0
22911,0
33752,0
1144,0
18434,0
16586,0
33533,1
26771,0
25923,0
13286,0
27834,0
31123,0
26200,0
40456,0
40611,0
16768,0
39666,1
4579,0
33427,0
23692,0
13220,0
492,0
43301,1
10243,0
30896,0
633,0
6374,0
22071,0
25933,0
23702,0
2298,0
14263,0
2347,0
1894,0
41617,1
7702,0
4272,1
39873,0
27001,0
13166,0
36633,0
38835,0
20060,0
11225,0
30205,0
21842,0
24317,0
33247,0
15592,0
9924,0
26041,0
25807,0
1590,0
26263,0
15888,0
41202,0
1563,0
29052,0
39390,0
6303,0
9721,1
37191,0
20037,0
10321,0
15396,0
27462,1
36765,0
2736,0
10573,0
25442,0
15079,0
38252,0
27168,0
28594,1
41631,1
14969,0
312,1
6918,1
2158,1
31215,0
20267,0
17336,0
31740,0
16209,0
12676,0
42332,0
29266,0
32634,0
42783,1
16038,0
39381,0
11800,0
1822,0
16798,1
28284,0
15299,0
6095,1
41314,1
22866,0
41583,0
13957,0
18946,0
31054,0
12270,0
23071,0
26376,0
7263,0
13201,0
41127,0
15704,0
33203,0
29118,0
21278,1
38865,1
29284,0
21455,1
20639,1
32387,0
24318,0
40048,0
40356,0
35993,0
1661,1
8946,0
28374,0
29418,1
27998,0
21886,0
27877,1
42478,0
41589,0
41910,0
12249,1
25704,1
13763,0
4354,0
20937,0
41334,0
13758,0
27066,0
27438,1
9361,0
25536,1
17476,0
16251,0
31645,0
30739,0
41276,0
24902,0
26752,0
35443,0
4396,0
36424,0
25479,0
11942,1
32570,0
35010,0
14639,1
2625,1
38639,1
24767,1
31586,0
27824,0
22147,0
37785,0
23697,0
27578,0
27054,0
33742,0
26221,1
38174,0
14419,0
39703,0
18143,0
8976,0
11549,0
11352,0
713,1
16921,0
40808,0
41814,0
265,0
43304,1
9796,0
38773,0
12760,0
29071,0
42445,0
21023,0
40500,0
5034,0
9292,0
41058,0
12637,0
39165,0
11504,0
5320,0
16949,0
10651,0
40081,0
11480,0
39969,0
18528,0
18023,0
23204,0
21613,0
41990,0
25930,0
29030,0
37031,1
10475,0
22388,0
7017,0
24858,0
39254,0
15877,0
20018,1
28911,1
34242,0
28750,0
38697,0
5450,0
10329,0
21667,0
18539,0
11377,0
18967,0
35044,0
43188,0
35421,0
39733,0
6314,0
28470,0
17747,1
37080,0
12886,0
16999,0
26862,0
12753,0
32769,0
36430,0
42838,0
9181,0
2152,1
40541,0
6234,0
36581,0
16243,0
2301,0
14028,0
14528,0
29794,0
37265,0
3,1
5837,0
32826,0
26897,0
31086,0
9235,0
29533,0
17192,0
14217,0
43102,0
2883,0
32407,0
32975,0
1197,0
42890,0
18614,0
19178,1
17297,0
35803,0
29963,0
12421,0
11617,0
26241,0
12451,0
9234,0
6421,0
31710,0
18137,0
632,0
27195,0
33020,0
7543,0
3573,0
7637,0
28217,0
8360,0
41875,1
42634,0
21082,0
18245,0
16505,0
30873,1
3365,0
22931,1
26449,0
7971,0
6491,0
23608,0
34099,1
3631,0
35592,0
42207,0
32427,0
20280,0
37864,0
11043,0
29340,0
4295,1
21893,0
30797,0
31688,0
7740,0
18825,0
4814,0
14781,0
37566,1
39394,0
15051,0
25708,1
28502,0
34080,0
10859,0
40594,0
40380,0
25104,0
23718,0
35242,0
31961,0
6922,1
28881,0
29264,0
12332,0
11829,0
40426,0
13508,0
28423,0
29508,0
9764,0
3342,0
17852,0
7639,0
12392,1
11621,0
15919,0
33437,0
14144,0
24603,0
12378,0
26057,0
13019,0
19205,0
43156,0
27468,1
15031,0
41197,1
5221,0
26077,0
42401,0
20623,1
19090,0
15872,0
31702,0
36459,0
5812,0
6743,0
6291,0
22607,0
2116,0
9873,0
40784,0
6327,0
6681,1
23398,0
30260,0
24460,0
34407,0
2712,0
36478,1
3525,0
7874,0
34991,0
27758,0
38613,0
42122,1
33840,0
8178,0
8577,0
25547,0
43307,0
16464,0
28162,0
4969,0
9072,0
5756,0
42156,0
293,0
30394,0
34823,0
3669,0
1249,0
18745,0
38258,0
11429,0
10494,0
15761,0
11418,0
35781,1
1770,1
12085,0
33935,0
4818,0
8687,0
42003,1
2626,1
36705,0
22943,1
34757,0
24811,0
12167,0
4241,0
11576,0
26787,0
31194,0
36695,0
37218,0
40222,0
29271,0
2884,0
38573,0
41852,1
31227,0
38772,0
13177,0
9102,0
11795,0
32208,0
33278,0
14224,1
8241,0
42791,0
34996,0
21801,0
35177,0
31313,0
24508,0
20632,1
35015,0
6293,0
12259,1
26687,0
23961,0
38181,0
7132,0
32253,0
25400,0
19089,0
4361,0
5672,0
33492,0
31335,0
22662,0
6802,1
12030,0
14113,0
5261,0
39298,0
284,0
29074,0
15513,0
8222,0
13771,0
20046,0
13721,0
33477,0
32435,0
32071,0
37355,0
11323,0
1206,0
24254,0
9249,0
32580,0
42536,1
2089,1
1343,0
37317,0
41007,0
13225,0
25691,0
35674,0
14381,0
1700,0
596,0
40728,0
43219,1
25288,0
40479,0
19628,0
23206,0
40391,0
15037,0
41378,0
359,1
13403,0
6370,0
5426,0
3074,0
34149,0
8618,0
25780,0
40890,0
4783,0
13006,0
23842,0
38130,0
24047,0
11751,0
17231,0
2575,0
24700,1
10582,0
19856,1
15727,0
12767,0
19054,0
7360,0
5883,0
4738,0
21661,0
11246,0
33464,0
15247,0
17918,0
1996,0
12991,0
37341,0
37019,0
22220,0
17224,0
37266,0
23021,0
14174,0
12902,0
35983,0
8266,1
26909,0
29657,0
18103,1
4260,1
9054,0
27585,0
1978,0
39553,0
34415,0
18134,0
26492,0
5433,0
19029,1
19547,0
43343,0
10782,1
6453,0
2601,1
12239,0
33765,1
35646,0
6764,1
42318,0
42618,0
42507,0
9466,0
15649,0
8703,0
22430,0
9745,1
10551,0
31322,0
35155,0
37635,0
28510,0
3119,0
30963,0
15365,0
18377,0
42255,0
15691,0
7409,0
11060,0
32601,0
39657,1
6570,0
923,1
13452,0
37050,0
3656,0
19008,1
15800,0
7783,0
30479,1
42451,1
38288,0
5392,0
6528,0
10801,0
39509,1
20913,0
40041,0
1626,0
20400,0
19146,0
6380,0
13146,0
5314,0
5224,1
11254,0
8500,1
5947,0
36967,0
12697,0
12708,0
30791,0
36825,0
36298,1
40337,0
21253,1
15114,0
11828,0
690,1
34377,0
15058,0
22750,0
37730,0
10642,0
1046,0
7878,0
13341,0
28647,0
28799,0
16125,0
26672,0
3567,0
24432,0
12308,0
8092,1
34784,0
38877,1
16069,0
30950,0
257,0
16485,1
16585,0
22667,0
17050,0
11675,0
36588,0
5803,0
24159,0
15871,0
32097,0
32404,0
39485,0
31763,0
9112,0
38159,0
10760,1
7049,0
6123,1
4620,1
2610,0
38548,0
34500,0
37811,0
30505,0
11335,1
11688,0
42695,1
12298,1
29060,0
20979,0
3129,1
36964,0
5331,0
15296,0
25010,0
3982,0
30705,0
30279,0
41108,0
29900,0
17429,0
19794,1
37826,1
8435,0
42553,0
18220,0
19411,0
20729,0
3623,1
1505,0
15742,0
12689,0
33088,0
19943,1
15234,0
5876,0
11275,0
35471,0
23237,0
33131,0
1499,0
5886,0
40404,0
17420,0
38199,0
34902,0
450,1
19791,1
10979,0
17614,0
5821,0
22549,0
35225,0
21530,0
782,1
13409,0
5321,0
4374,0
33829,1
24115,0
37925,0
6281,0
17874,1
6803,1
13000,0
26551,0
19773,1
41710,0
41386,0
18280,0
17515,0
32805,0
30600,0
25797,0
28941,0
5154,0
19899,1
18748,0
21855,0
26731,0
18615,0
14388,0
42269,0
25346,1
9815,0
2545,0
10946,0
2752,0
26419,0
41464,0
12985,0
4435,1
39781,0
62,1
11687,0
18206,0
32844,0
29042,0
27982,1
17335,0
3482,0
10829,0
21707,0
8704,0
13012,0
14646,1
5436,0
39578,1
9293,0
35611,0
14524,0
9007,0
20838,0
21474,0
29368,1
19427,0
16913,0
30322,0
2538,0
10333,0
1449,0
15268,0
13435,0
23499,0
15534,0
14752,0
18577,0
27040,1
36521,0
42483,0
9343,0
17675,1
16147,0
26777,0
30711,0
31150,0
21698,0
34238,0
17435,0
38955,0
22286,0
25260,1
6972,0
16156,0
4132,0
12911,0
24631,1
33667,0
16397,0
16149,0
10463,0
42449,1
13522,0
30131,0
8981,0
23070,0
30590,0
7910,0
34827,0
20702,1
27222,1
21234,0
5474,0
974,0
14087,0
1502,0
23143,0
28697,0
39807,0
8731,0
22807,0
33004,0
10938,0
13122,0
40310,0
8997,0
24180,0
16481,1
4553,0
26102,0
10558,0
1009,1
25770,0
38185,0
32410,0
19473,0
241,1
28309,0
4273,1
93,1
23282,0
41309,0
26448,0
27506,0
16196,0
16855,0
4550,0
1219,0
39482,0
28871,0
7998,0
1559,0
10456,0
28555,0
29795,0
1878,0
29417,1
13991,0
34557,1
10943,0
36365,1
21280,1
27699,1
35255,0
27858,0
6895,1
9145,0
661,1
29894,0
36845,0
14298,0
8536,0
14033,0
41854,1
14515,0
23050,0
16712,0
4795,0
39082,0
32434,0
35195,0
34907,0
3645,0
32707,0
8706,0
4917,0
10109,0
2765,0
42709,1
15568,0
33651,0
17925,1
6988,0
9203,0
3352,0
40410,0
31892,0
9073,0
1216,0
16882,0
16675,1
36946,0
21075,0
12586,0
23300,0
31721,0
35144,0
35162,0
3347,0
16870,0
43328,0
27981,1
42998,0
34088,1
25664,0
32863,0
40658,0
10126,0
35884,0
22797,0
15855,0
9362,0
13274,0
6249,0
30191,1
34661,0
36872,0
20650,1
21015,0
34905,0
9940,0
1150,0
42955,0
23722,0
22824,0
37829,0
17795,1
6783,1
36187,1
39051,0
25570,0
34465,0
32549,0
38944,0
32063,0
2448,0
24926,0
22716,0
12784,0
36321,0
37896,0
12132,0
18600,0
9689,0
21660,0
7677,0
1252,0
35616,0
31191,0
27978,1
40590,0
38054,0
12828,0
8428,0
7335,0
20886,0
25733,0
40524,1
9948,0
33624,0
21436,1
19257,0
41169,0
35152,0
38745,1
976,0
972,0
17080,0
38403,0
29399,0
6141,1
20424,0
41472,0
7251,0
10909,0
29812,0
32132,0
34497,0
42431,0
11663,0
8495,1
26452,0
19926,1
11417,0
27544,1
35097,0
16990,0
32902,0
26815,0
3784,1
21506,1
23686,0
785,1
3490,0
42108,1
15790,0
28369,0
7259,0
42107,1
23084,0
42335,0
27380,0
10852,0
14194,0
39342,0
19783,1
22433,0
18332,0
41025,0
42760,0
37351,0
34137,0
2413,1
38599,0
13669,0
9816,0
32231,0
13634,0
10388,0
40584,0
27172,0
20254,0
40038,0
28547,0
37335,0
37633,0
10610,0
4889,0
8117,0
3749,0
35318,0
3261,0
34194,0
11469,0
36000,0
33152,0
29155,0
10353,0
6194,0
30782,0
8145,0
24667,1
16081,0
1697,0
4923,0
22881,0
9914,0
6864,0
8552,0
35546,0
9416,0
19802,1
4270,1
21646,0
30715,0
30026,0
8798,1
9450,0
17296,0
25333,1
8383,0
2849,0
3013,0
38871,1
22508,0
8131,0
17345,0
1198,0
13380,0
23625,0
37502,0
11951,0
33608,0
22858,0
1268,1
12486,0
14011,0
6166,1
26105,0
35202,0
8010,0
25799,0
22019,1
19187,1
39539,0
33880,1
23782,0
25154,1
5599,0
1214,0
15993,0
7778,0
33530,0
27135,0
24454,0
25045,0
4822,0
590,1
6722,0
43003,0
36608,1
13355,0
34688,0
19519,0
10465,0
2619,0
17028,0
23698,0
36879,0
37889,0
37456,0
28971,0
22202,0
42359,1
36566,0
19867,1
38462,0
18182,0
6196,0
688,1
17358,0
40924,0
21637,0
24848,1
13918,0
15723,0
32120,0
24361,0
24833,0
7725,0
6760,0
31601,0
23367,0
25018,0
23857,0
16470,0
14464,0
1203,0
28718,0
24503,0
15291,0
24511,0
461,1
39872,0
25983,0
36719,0
32889,0
34074,0
40928,0
18050,0
25412,0
32673,0
20070,0
1820,0
2296,1
11085,1
11268,0
36184,1
19392,0
24286,0
7571,0
40704,0
25063,1
32057,0
26563,0
38529,0
3140,0
23645,0
32303,0
8825,0
23181,0
29677,0
37929,0
35926,0
3264,0
36672,0
19000,1
7860,0
34354,0
1318,0
40297,0
3310,0
31390,0
25498,0
9830,0
23993,0
18889,0
6055,0
16957,0
8370,0
28142,0
43312,0
7464,0
838,0
35788,1
31632,0
17247,0
30628,0
3909,1
4111,0
39687,0
21758,0
5043,0
30667,0
40399,0
25017,0
40818,0
25877,0
15488,0
12229,0
5229,1
5098,1
37801,0
3535,0
4527,0
9658,1
2514,1
23805,1
27933,0
24051,0
26314,0
14574,1
33448,0
20754,0
33124,0
28820,0
11370,0
6816,1
42390,0
25114,0
32581,0
9547,1
30678,0
40292,0
6538,0
18147,0
23069,0
851,0
28101,0
9087,0
41076,0
41808,0
41580,0
20897,0
38530,0
23258,0
22371,1
7672,0
27633,0
24754,1
12360,0
27886,1
25012,0
22884,0
15593,0
9271,0
4847,0
16381,0
43067,0
31389,0
41446,0
14148,0
20011,1
28529,0
16467,0
36556,0
3570,0
6556,0
38750,0
4525,0
34705,0
15682,0
20269,0
38272,0
23226,0
37807,0
996,1
19095,0
8933,0
41317,1
7598,0
28372,0
17696,1
29810,0
38253,0
18994,0
15019,0
38796,0
43168,0
29599,0
6038,0
15941,0
26054,0
43265,0
131,0
22600,0
41891,1
2262,0
11901,0
11193,0
4124,0
15467,0
19358,0
16256,0
29665,0
35041,0
20777,0
40902,0
35284,0
13570,0
19330,0
25266,1
26639,1
16621,0
27514,1
6221,0
38464,0
16803,1
34965,0
31979,0
26694,0
41003,0
13381,0
7312,0
42274,0
31585,0
5637,0
31548,0
11360,0
28954,1
8914,0
28229,0
33557,1
12880,0
255,0
19983,1
29297,0
33145,0
31271,0
15900,0
39760,0
25592,0
42054,0
22815,0
42362,1
10779,1
21445,1
145,0
6262,0
37268,0
20210,0
22478,1
40175,0
25966,0
20336,1
35902,1
28155,0
36141,0
29557,0
34374,0
6073,0
27721,0
10429,0
40836,0
8821,1
30197,0
16910,0
41678,1
31610,0
41402,0
26932,1
7616,0
7506,0
24851,1
34493,0
1640,0
21973,0
8367,0
34692,0
38298,0
779,0
39621,0
7606,0
36752,0
38939,0
10961,0
1784,1
23151,0
40939,0
29486,0
1445,0
18268,0
16727,0
25339,1
4002,0
30566,0
6340,0
3945,1
18187,0
12051,0
32904,0
11766,0
31941,0
18429,0
35159,0
2933,0
20655,1
23568,1
24828,0
10413,0
4604,1
1184,0
41490,0
6793,1
10176,0
34105,0
40035,0
19172,1
23758,0
7789,0
31101,0
2982,0
20298,0
19556,0
36291,0
18221,0
14990,0
21845,0
15215,0
39824,0
3351,0
2015,0
27131,0
40575,0
14132,0
808,1
16121,0
26509,0
19610,0
13058,0
29548,0
40848,0
42874,0
40201,0
33125,0
11882,0
1350,0
24105,0
1931,0
20146,1
14112,0
1116,0
17537,0
24442,0
31477,0
2491,0
9402,0
21034,0
5461,0
15136,0
30598,0
9581,0
16631,0
40486,0
40781,0
6248,0
24457,0
19677,0
20795,0
35966,1
24000,0
26267,0
32907,0
41426,0
11858,0
13877,0
431,1
10596,0
7102,0
41819,0
2590,0
1382,0
10763,1
7959,0
7682,0
19583,0
19592,0
23263,0
1995,0
37040,0
39224,0
36831,0
17309,0
15767,0
29862,0
37839,0
29675,0
41593,0
484,1
2223,0
11680,0
36235,1
41151,0
27736,0
29257,0
38649,0
5979,0
18014,0
20072,0
23738,0
18923,0
12824,0
32724,0
7574,0
32688,0
32117,0
18585,0
15150,0
38687,1
26956,1
40551,0
32697,0
42707,1
31360,0
40167,0
168,0
23137,0
14892,0
10739,1
39327,0
4962,0
6091,1
7141,0
38840,0
16445,0
40417,0
2179,1
12889,0
23522,0
5936,0
2274,1
27443,1
28478,0
41263,0
26811,1
32836,0
103,0
4745,0
16331,0
21495,1
13842,1
24363,0
43282,1
43180,0
37171,0
8317,1
14351,0
18189,0
18381,0
3537,0
28161,0
409,0
32413,0
6308,0
30250,0
5138,0
30868,0
11311,0
35309,0
2640,0
36826,0
31297,0
7956,0
18055,0
9489,0
18388,0
40443,0
18180,0
32398,0
2651,1
9731,1
19481,0
8136,0
2189,0
14875,0
37272,0
11320,0
12058,0
34286,0
31077,0
19541,0
5103,1
19503,0
18673,0
24810,0
41154,0
35582,1
18642,0
31870,0
10360,0
38819,0
9640,1
21192,0
9585,0
14070,0
30087,0
36859,0
32845,0
27012,0
356,1
12732,0
5590,0
11052,0
30244,0
27150,0
40701,0
41152,0
4626,1
31814,0
1639,0
41060,0
42236,0
181,0
39038,0
10197,0
2697,0
20553,1
33447,0
3732,0
36923,0
8150,0
28333,0
20264,0
6603,0
10293,0
31724,0
11204,0
27143,0
30223,0
34370,0
17899,1
31226,0
42055,0
34175,0
41407,0
1210,0
23108,0
27453,1
14038,0
3422,0
27944,1
1238,0
32872,0
30924,0
32496,0
16247,0
10214,0
4787,0
13030,0
32985,0
19924,1
16836,0
2850,0
961,1
5997,0
5674,0
21647,0
18001,1
23859,0
21104,0
19605,0
16594,0
33863,1
24416,0
25115,0
25325,1
17441,0
444,1
8859,0
8463,0
16277,0
14884,0
15486,0
14055,0
16420,0
28672,0
36209,1
13891,0
14667,1
10608,0
24134,0
37874,0
38535,0
9542,1
33899,0
36090,0
34915,0
33365,0
27497,0
27608,1
15294,0
655,1
9170,0
19208,0
7609,0
25264,1
22357,1
38469,0
15990,0
15309,0
32965,0
20468,0
19499,0
28976,0
33307,0
14517,0
39359,1
40136,0
13834,0
2754,0
1848,0
36858,0
1576,1
25145,0
42372,0
25870,0
12194,0
24089,0
17513,0
35537,0
42858,0
17111,0
30243,0
862,1
27702,1
36541,1
10260,0
26318,0
11707,0
32507,0
10073,0
41033,0
7605,0
33073,0
42682,1
7585,0
12724,0
16456,0
20662,1
11516,0
37320,0
14342,0
22639,1
36756,0
8481,0
12598,0
16600,0
13157,0
42736,0
16791,1
21786,0
24510,0
29138,0
15537,0
34090,1
18774,0
9376,0
657,1
6251,0
32614,0
22032,0
5784,0
36137,1
33918,0
39227,0
36847,0
32160,0
34697,0
19441,0
30916,0
42211,0
36772,0
29702,0
42774,1
41516,0
26825,0
4291,1
2968,0
25772,0
36441,0
33511,0
13194,0
6307,0
3505,0
40152,0
33957,0
37179,0
22419,0
24983,0
4408,0
26045,0
34275,0
887,0
31747,0
17569,1
2918,0
3935,1
17370,0
13666,0
19474,0
30328,0
35552,0
13178,0
7870,0
13602,1
31871,0
15211,0
28895,0
39929,0
26186,0
1638,0
10226,0
472,1
34738,0
19056,0
10554,0
37108,0
7756,0
28363,0
7046,0
12608,0
35292,0
40068,0
937,0
991,1
28228,0
7515,0
31613,0
40925,0
9743,1
42433,0
17937,1
15628,0
20604,0
1516,0
25669,0
18510,0
21006,0
34831,0
12947,0
34272,0
30346,0
6145,1
34097,1
37397,0
4965,0
11179,0
37227,0
30489,1
5970,0
1187,0
14140,0
6130,1
25746,0
5771,0
14580,1
30839,0
9522,0
24023,0
23402,0
2071,1
19746,1
19254,0
14411,0
21129,0
10407,0
19612,0
34787,0
4770,0
35476,0
561,0
31917,0
5379,0
787,1
10401,0
20078,0
32178,0
39905,0
14817,0
2869,0
10459,0
8522,0
3924,1
28323,0
30541,0
23153,0
1399,0
11065,0
28816,0
30920,0
16344,0
602,1
28076,0
35875,0
28654,0
21135,0
30405,0
3064,0
22992,0
31344,0
34367,0
819,1
30485,1
10835,0
16400,0
14131,0
563,0
9388,0
41385,0
16700,0
13640,0
1717,0
33193,0
17996,1
19058,0
40328,0
4419,1
40353,0
26744,0
28355,0
33963,0
31922,0
17544,0
23038,0
3731,0
9140,0
11981,0
1780,1
32389,0
11686,0
22088,0
16361,0
20377,0
12061,0
36219,0
31650,0
32683,0
1050,1
17522,0
28530,0
21662,0
15529,0
28576,0
16757,0
17375,0
13009,0
18139,0
14088,0
29206,0
6689,1
42963,0
2824,0
17539,0
8824,0
21161,0
15832,0
27812,0
6160,1
8385,0
20768,0
33954,0
18059,0
36485,1
4820,0
18400,0
14228,1
4752,0
18022,0
28848,0
13450,0
18523,0
31889,0
17884,1
8769,0
8251,0
28208,0
36778,0
20079,0
11186,0
22210,0
37453,0
3393,1
35419,0
40757,0
11114,0
43135,0
16283,0
25891,0
2228,0
38321,0
27349,1
14458,0
20009,1
25389,0
20574,1
9368,0
21891,0
22617,0
2141,0
40561,0
11664,0
8484,0
13451,0
1645,0
34817,0
11884,0
10187,0
31374,0
33210,0
24769,1
41176,0
41842,1
3359,0
982,0
29444,0
34366,0
1371,0
14310,1
8629,0
12327,0
29697,0
20500,0
42457,0
4996,0
17190,0
31321,0
27053,0
16615,0
16780,0
23169,0
24579,0
39883,0
6703,0
26856,0
9144,0
5700,0
22711,0
30100,0
10389,0
3109,0
30398,0
34913,0
30695,0
33127,0
27593,0
8009,0
18731,0
33280,0
28903,1
26981,0
24922,0
23416,0
3208,1
42651,1
32241,0
16235,0
18685,0
31624,0
39362,1
39352,0
32704,0
34808,1
36241,1
32084,0
37253,0
12588,0
39249,0
1546,1
16326,0
36084,0
10083,0
30399,0
9893,1
25645,0
29066,0
34268,0
25565,0
9710,1
26759,0
35339,0
30794,0
42557,0
9328,0
35099,0
37271,0
19900,1
722,1
2222,0
20031,0
31712,0
5881,0
32823,0
10358,0
7869,0
26305,1
10283,0
24876,0
22192,0
20870,0
12835,0
2776,0
36171,0
23286,0
20321,0
38875,1
16492,1
34295,0
9043,0
14951,0
26506,0
22416,0
27843,0
32831,0
28738,0
27080,0
11228,0
17990,1
28683,0
18203,0
13976,0
20769,0
20534,1
30582,0
38163,0
35854,0
13465,0
36115,1
38693,0
3024,0
24474,0
42689,1
29668,0
13886,0
22587,0
22688,0
41271,0
34887,0
40863,0
20004,1
38263,0
30631,0
5543,0
37274,0
39813,0
34508,0
21229,0
156,1
6738,0
10639,0
22373,1
7918,0
20354,0
258,0
34169,0
3386,1
36630,0
729,1
35338,0
36880,0
22432,0
28930,0
20992,0
7096,0
34668,0
3892,0
32437,0
6183,1
14983,0
6115,1
42305,1
34030,0
4698,0
39681,0
22046,0
25964,0
9173,0
662,1
12313,0
23660,0
28590,1
18828,0
35268,0
9711,1
26827,0
21949,0
23454,0
25580,0
28624,0
14913,0
19323,0
13385,0
40384,0
32081,0
35897,1
19847,1
31414,0
22570,0
31424,0
30245,0
1651,0
39325,0
39832,0
9500,0
40563,0
11163,0
18940,0
19838,1
17207,0
33663,0
30662,0
24990,0
6482,0
36491,1
11656,0
11771,0
239,0
38360,0
32972,0
10789,0
13505,0
41681,1
